ts_server,prolific_pid,study_id,session_id,index,total,prev_image,current_image,description_a,description_b,model_position,choice,confidence,comments,ua
2025-11-17T04:05:43.222Z,,,,37,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000114.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000115.jpg,"""The dog and the user are near the door, with the user on right. There are no hazards visible.""","""Robot guide and user are positioned directly in front of a closed elevator/door (signage 'COM2 1ST STOREY' visible). The user has extended an arm and is pointing toward the panel beside the door — likely locating the call button. The robot is positioned near the threshold and appears to have guided the user to the elevator entrance. Doors remain closed; no other people crowding the area. Next expected steps: user presses call button, waits for doors to open, then enters and selects destination floor.""",B,A,77,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:05:47.324Z,,,,22,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000115.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000116.jpg,"""Robot and user are fully outside the elevator in the lobby. Earlier frames show the robot approaching and passing the elevator threshold; here the robot is on the destination floor with a person holding the tether and another person nearby. Elevator is at the floor with doors open; floor-selection and exit appear completed, environment is unobstructed and no immediate safety issues visible.""","""The user follows the robotic guide dog along a hallway, remaining aligned with its path all along. The handle is held steadily, showing controlled guidance. The path followed is clear with no obstacles, and both user and robot move smoothly towards the visible elevator doors.""",A,B,56,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:05:59.495Z,,,,23,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000116.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000117.jpg,"""The robot and user are outside the elevator in the hallway. Earlier frames show the elevator doors open and the robot inside the threshold; compared to those frames the robot and user have moved out into the corridor. No call or floor button interactions are visible and there is another person nearby. The interaction appears to be in the exit phase (robot guiding the user away from the elevator); there is no clear evidence the floor-selection or riding phases occurred during these frames.""","""The robot is slightly to the left of the user, the  user has the fore finger on the robot button , the user is controlling the robot to the automatic doors. A person to his left stops by the wall to allow the robot to make a smooth passage to its destination.""",A,B,59,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:06:13.517Z,,,,24,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000123.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000124.jpg,"""Robot moves towards elevator and stairs. Users feet to the left. Robot heading towards lift.""","""User and robot are positioned at the elevator area/threshold but have not entered. The robot is being guided and is directly in front of the user. Elevator doors appear closed and no call/floor button press is visible. Other people are nearby (one standing in front of the elevator area), and the robot's cables/legs and proximity to feet present a minor trip/hazard risk. The interaction is at the approach/positioning phase, about to locate/press the call button.""",B,B,70,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:06:34.155Z,,,,25,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000160.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000161.jpg,"""The user (hand visible holding the guide device) and the robot have arrived at the elevator threshold. Elevator doors are closed and the call panel is visible to the left; no call button press is observed in this frame. The robot is being guided toward the elevator. The area is clear of crowds, though the robot's cables and components present a minor trip/obstruction risk. The user has not yet completed the call/entry/selection phases — next steps are to locate/press the call button, wait for doors to open, enter, select floor, ride, and exit.""","""The handler appears to be behind the robotic dog with just the controller and hand visable. The robotic dogs task appears to be reaching the lift and waiting for it to open. The dog is scanning the environment and correcting its trajectory as it completes the task.""",A,A,73,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:06:40.311Z,,,,38,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000127.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000128.jpg,"""Robot has approached and is positioned near the elevator doors. The user stands to the right, pointing toward the door/panel but has not pressed a button yet. Elevator doors are closed (likely at this floor). The system appears to be in the call/entry preparation phase; no floor selection or riding has started.""","""The handler appears to be on the left hand side with only their feet visable. The robotic dogs task appears to be walking towards the closed door. The dog appears to be scanning the environment, and the path is free from hazards and obstructions. The task appears to still be in progress.""",A,Neither,84,I don't see the elevator doors described in A and the user is on the right hand side of the robot and not left like stated in B,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:06:46.748Z,,,,26,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000165.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000166.jpg,"""Robot and user are directly in front of a closed elevator. The user (hand visible holding a controller/tool) is positioned at the threshold and appears to be locating the call button but has not yet pressed it. Elevator doors are closed and stable (likely idle at this floor). Environment is clear of crowds; however the robot's exposed wiring and low profile legs present a minor trip/collision hazard that should be monitored while calling and entering.""","""The robotic dog is navigating a tiled hallway with vertical black wall panels, and a white door is visible. The view appears to be from the robot's onboard camera capturing a forward-facing view as it moves through the corridor. The environment is unobstructed.""",A,A,67,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:07:03.298Z,,,,39,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000150.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000151.jpg,"""Robot is positioned immediately in front of the closed elevator door. The human has moved in from the right and is gesturing/pointing toward the elevator (likely locating the call button) but no button press is visible. Compared with earlier frames the user has approached the elevator and the robot has guided close to the threshold. Doors remain closed and elevator appears to be waiting at this floor. Visible cables and exposed electronics near the robot create a tripping/hazard risk; only one person is present near the door.""","""The robotic dog is placed in a hallway facing a wooden door in the background. A person stands near the door, while another one is visible in the foreground, possibly interacting with or guiding the robot. The robotic dog appears aligned with the path and equipped with sensors for navigation; no obstacles are in the present environment.""",A,B,89,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:07:09.242Z,,,,27,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000214.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000215.jpg,"""Robot and user are inside the elevator. Doors are open (elevator has arrived). Two people are standing in the car; the user and robot have entered successfully and appear to be preparing to locate/select the destination floor button. No immediate hazards observed.""","""User points the control remote towards the robot. Robot is facing the elevator while another users feet are to the right side.""",A,B,57,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:07:20.284Z,,,,28,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000227.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000228.jpg,"""Robot and control facing the elevator. Users feet seen on both sides of robot.""","""Robot and user are inside the elevator. Compared with earlier frames (approach and entry), the team has entered the cab and the doors are in the process of closing. A green indicator seen earlier shows the call was successful. People are standing near the walls; user appears ready to select the destination floor. No immediate hazards visible, but the robot's low profile and exposed wiring warrant attention while others move in the cab.""",B,A,50,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:07:26.734Z,,,,40,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000161.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000162.jpg,"""Robot is in front of wall, to the left side of door. users feet are visible. Robot is not aligned to door. Wall is obstructing robot.""","""Robot has moved up to the doorway and is positioned at the threshold while the door is slightly ajar (opening). The human is at the threshold/just outside the doorway (one foot visible) and appears to be gesturing; no button press is visible. Progression: approach and wait phases completed, now actively entering. Cables and exposed electronics on the robot and the narrow clearance at the door present minor trip/collision risk. Other people present in the scene (human guiding/observing).""",B,A,78,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:07:32.070Z,,,,29,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000240.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000241.jpg,"""Doors are open and the robot and users are inside the elevator at the origin floor. The user is positioned inside the car near the handrail and appears to be reaching/locating the floor-selection area but has not yet pressed a floor button. The robot is inside the elevator near the threshold. Space is tight and exposed wiring on the robot could be a minor tripping/hazard concern. Other people are present.""","""Robot leaves the lift into the room. User in front where you can see the hand holding the control. And you can see feet on either side.""",A,A,64,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
